Products,Prod_id,Cust_id,Sales,Order_Quan,Profit,Shipping_Cost,Product_Base_Margin,Customer_Segment
LABELS,Prod_12,Cust_97,98.77,21,41.33,0.5,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_97,136.16,28,58.1,0.49,0.35,CORPORATE
LABELS,Prod_12,Cust_203,46.55,12,16.34,0.5,0.38,HOME OFFICE
LABELS,Prod_12,Cust_416,214.62,49,-151.42,5.41,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1812,59.08,22,-2.61,1.49,0.39,CORPORATE
LABELS,Prod_12,Cust_439,505.08,33,-56.91,10.13,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1597,74.07,25,4.37,1.49,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_283,18.91,3,-16.35,7.01,0.36,CORPORATE
LABELS,Prod_12,Cust_1441,230.29,41,14.48,2.99,0.37,CORPORATE
LABELS,Prod_12,Cust_1291,132.96,2,-61.88,10.29,0.36,CORPORATE
LABELS,Prod_12,Cust_1444,15383.7,50,6523.26,19.99,0.39,CORPORATE
LABELS,Prod_12,Cust_954,554.32,3,-62.13,19.99,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_757,112.36,33,-159.74,6.27,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1364,313.83,36,56.78,2.99,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1386,852.75,29,358.73,1.49,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1435,154.62,27,-118.6,6.98,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1811,24.16,5,8.05,1.49,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_854,887.45,47,365.79,1.49,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_332,82.03,42,-15.56,1.49,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1043,93.05,23,15.27,1.49,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_730,36.4,1,-41.56,12.98,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_527,398.86,46,-26.45,5.6,0.36,HOME OFFICE
LABELS,Prod_12,Cust_535,635.59,40,202.83,2.99,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1573,250.29,8,-9.31,12.62,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_749,151.75,25,-66.24,5.59,0.37,HOME OFFICE
LABELS,Prod_12,Cust_218,119.51,17,-51.3,6.05,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_942,196.04,13,2.13,7.27,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1340,1882.12,32,584.15,10.29,0.38,CORPORATE
LABELS,Prod_12,Cust_1220,197.1,40,-12.88,2.99,0.37,CORPORATE
ENVELOPES,Prod_9,Cust_1220,74.34,32,-166.55,6.05,0.36,CORPORATE
LABELS,Prod_12,Cust_1478,13.45,1,-8.2,7.78,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_968,3978.02,24,1336.96,19.99,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_77,736.3,30,259.07,2.99,0.36,HOME OFFICE
LABELS,Prod_12,Cust_1054,523.42,44,39.42,5.63,0.37,CORPORATE
LABELS,Prod_12,Cust_927,207.42,40,-115.35,5.68,0.36,HOME OFFICE
LABELS,Prod_12,Cust_529,277.88,36,-64.41,6.16,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_491,216.77,33,-55.11,5.27,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_1685,142.94,17,-129.56,11.51,0.38,CORPORATE
LABELS,Prod_12,Cust_502,434.11,37,24.85,5.63,0.38,CORPORATE
LABELS,Prod_12,Cust_718,762.2,50,16.57,8.4,0.38,CORPORATE
LABELS,Prod_12,Cust_1781,1876.09,42,809.74,2.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1781,110,3,-24.43,11.63,0.4,HOME OFFICE
LABELS,Prod_12,Cust_1781,281.17,38,-78.37,6.05,0.39,HOME OFFICE
LABELS,Prod_12,Cust_845,74.25,17,-56.17,5.26,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_139,161.8,44,21.34,1.49,0.37,CORPORATE
LABELS,Prod_12,Cust_1152,158.97,39,-30.27,2.99,0.37,CORPORATE
LABELS,Prod_12,Cust_1683,18.7,3,-14.69,5.83,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1771,3982.21,23,1413.94,19.99,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_880,1935.25,29,652.19,11.55,0.38,SMALL BUSINESS
ENVELOPES,Prod_9,Cust_681,2168.05,5,416.02,19.99,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_545,86.47,17,-9.35,2.99,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_545,8038.08,50,2821.41,19.99,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_194,124.78,33,-122.67,5.26,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_837,110.2,28,42.84,0.5,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1507,38.24,11,-37.55,5.33,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_796,102.56,40,36.62,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_144,162.57,42,75.8,0.5,0.36,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_144,47.28,9,17.05,0.5,0.67,HOME OFFICE
LABELS,Prod_12,Cust_451,78.22,26,32.5,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1202,188.7,49,77.02,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_124,75.74,28,13.23,0.99,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_353,67.45,25,24.28,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1357,10.65,4,-0.64,0.5,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1198,2455.54,25,1361.88,0.49,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1581,101.9,37,40.52,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1318,94.86,20,39.69,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1404,111.04,40,45.1,0.5,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1000,244.39,20,114.1,0.5,0.38,CORPORATE
LABELS,Prod_12,Cust_1760,75.73,24,29.46,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_520,95.08,20,39.91,0.5,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1626,53.89,8,17.63,0.5,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1400,209.02,32,101.8,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_339,133.04,13,49.69,0.99,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_467,79.44,27,29.85,0.5,0.36,HOME OFFICE
LABELS,Prod_12,Cust_467,1505.57,47,-54.63,19.99,0.39,HOME OFFICE
LABELS,Prod_12,Cust_417,28.39,6,3.84,0.49,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_44,154.24,31,68.88,0.49,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1518,134.81,46,52.36,0.49,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1718,69.06,21,28.47,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1279,233.28,49,112.35,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1320,12.11,3,-0.98,0.5,0.37,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1320,153.27,45,60.29,0.5,0.58,HOME OFFICE
LABELS,Prod_12,Cust_1144,94.56,34,37.73,0.5,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1155,127.9,31,54.21,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_668,15.04,2,-6.12,0.49,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1637,98.77,21,41.33,0.5,0.41,SMALL BUSINESS
LABELS,Prod_12,Cust_499,136.16,28,58.1,0.49,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1326,46.55,12,16.34,0.5,0.37,CORPORATE
LABELS,Prod_12,Cust_192,29.79,10,3.76,0.99,0.36,HOME OFFICE
LABELS,Prod_12,Cust_192,2365.43,16,619.71,13.99,0.54,HOME OFFICE
LABELS,Prod_12,Cust_570,19539.94,39,4914.24,16.63,0.36,CORPORATE
LABELS,Prod_12,Cust_572,168.55,47,71.77,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1347,13.3,2,-7.86,0.49,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_223,90.5,28,24.71,0.99,0.39,CORPORATE
LABELS,Prod_12,Cust_1335,43.57,11,6.7,0.99,0.39,CORPORATE
LABELS,Prod_12,Cust_1335,18.05,6,0.13,0.99,0.74,CORPORATE
LABELS,Prod_12,Cust_1421,205.11,44,95.52,0.5,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1421,189.6,37,89.65,0.49,0.38,CORPORATE
LABELS,Prod_12,Cust_248,121.65,42,30.76,0.99,0.37,CORPORATE
LABELS,Prod_12,Cust_277,121,33,51.21,0.5,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_821,172.76,26,73.18,0.49,0.36,HOME OFFICE
LABELS,Prod_12,Cust_934,78.47,27,17.99,0.99,0.37,CORPORATE
LABELS,Prod_12,Cust_1360,28.81,10,7.15,0.49,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1360,158.79,33,74.14,0.5,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1333,22.85,8,0.88,0.99,0.37,CORPORATE
LABELS,Prod_12,Cust_1338,153.98,32,71.6,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1338,168.55,47,71.77,0.5,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1338,13.3,2,-7.86,0.49,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1408,90.5,28,24.71,0.99,0.38,CORPORATE
LABELS,Prod_12,Cust_1163,110.2,28,42.84,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1740,38.24,11,-37.55,5.33,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1740,102.56,40,36.62,0.5,0.38,CORPORATE
LABELS,Prod_12,Cust_250,162.57,42,75.8,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_336,47.28,9,17.05,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_316,78.22,26,32.5,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_789,188.7,49,77.02,0.5,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1731,75.74,28,13.23,0.99,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1731,67.45,25,24.28,0.5,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_1731,10.65,4,-0.64,0.5,0.44,SMALL BUSINESS
LABELS,Prod_12,Cust_940,2455.54,25,1361.88,0.49,0.36,CORPORATE
LABELS,Prod_12,Cust_1286,101.9,37,40.52,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1270,94.86,20,39.69,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1270,111.04,40,45.1,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_576,244.39,20,114.1,0.5,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1365,75.73,24,29.46,0.5,0.36,CORPORATE
LABELS,Prod_12,Cust_319,95.08,20,39.91,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1185,53.89,8,17.63,0.5,0.38,CORPORATE
LABELS,Prod_12,Cust_197,209.02,32,101.8,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_812,133.04,13,49.69,0.99,0.36,HOME OFFICE
LABELS,Prod_12,Cust_548,79.44,27,29.85,0.5,0.36,CORPORATE
LABELS,Prod_12,Cust_96,1505.57,47,-54.63,19.99,0.39,CORPORATE
LABELS,Prod_12,Cust_1260,28.39,6,3.84,0.49,0.37,CORPORATE
LABELS,Prod_12,Cust_72,154.24,31,68.88,0.49,0.39,CORPORATE
LABELS,Prod_12,Cust_1564,134.81,46,52.36,0.49,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1223,69.06,21,28.47,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1303,121.65,42,30.76,0.99,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_265,121,33,51.21,0.5,0.37,CORPORATE
LABELS,Prod_12,Cust_1336,172.76,26,73.18,0.49,0.36,CORPORATE
LABELS,Prod_12,Cust_1342,78.47,27,17.99,0.99,0.39,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1342,28.81,10,7.15,0.49,0.81,HOME OFFICE
LABELS,Prod_12,Cust_112,158.79,33,74.14,0.5,0.36,HOME OFFICE
LABELS,Prod_12,Cust_1310,22.85,8,0.88,0.99,0.39,CORPORATE
LABELS,Prod_12,Cust_1167,94.5,29,39.9,0.5,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1230,64.29,16,14.42,0.99,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1230,29.79,10,3.76,0.99,0.38,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1230,3028.86,40,-2595.65,69,0.55,HOME OFFICE
LABELS,Prod_12,Cust_1411,9141.64,40,-528.65,69.64,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_578,3857.56,14,-377.81,69,0.36,HOME OFFICE
LABELS,Prod_12,Cust_1140,3366.1,24,-335.32,52.42,0.39,HOME OFFICE
LABELS,Prod_12,Cust_243,4108.17,20,-505.98,69,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1264,6449.056,20,1116.02,42.52,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1264,5989.048,20,541.01,42.52,0.4,CORPORATE
LABELS,Prod_12,Cust_464,5713.48,15,-712.53,85.63,0.39,CORPORATE
LABELS,Prod_12,Cust_464,23.84,7,5.88,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1707,128.28,21,53.58,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1178,88.82,20,38.35,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_481,110.79,39,42.68,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1389,35.17,11,5.58,0.99,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1175,75.6,26,17.14,0.99,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_943,29.23,10,8.1,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_884,24.3,5,3.14,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1736,76.94,15,29.67,0.99,0.37,CORPORATE
LABELS,Prod_12,Cust_1236,186.93,47,56.44,0.99,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_1253,59.08,22,-2.61,1.49,0.39,HOME OFFICE
LABELS,Prod_12,Cust_237,505.08,33,-56.91,10.13,0.39,CORPORATE
LABELS,Prod_12,Cust_1799,101.9,37,40.52,0.5,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_1799,94.86,20,39.69,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1654,111.04,40,45.1,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1696,244.39,20,114.1,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1345,75.73,24,29.46,0.5,0.37,CORPORATE
LABELS,Prod_12,Cust_1312,95.08,20,39.91,0.5,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_189,53.89,8,17.63,0.5,0.38,CORPORATE
LABELS,Prod_12,Cust_189,209.02,32,101.8,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1068,133.04,13,49.69,0.99,0.36,CORPORATE
LABELS,Prod_12,Cust_1010,79.44,27,29.85,0.5,0.36,CORPORATE
LABELS,Prod_12,Cust_538,1505.57,47,-54.63,19.99,0.36,HOME OFFICE
LABELS,Prod_12,Cust_1807,28.39,6,3.84,0.49,0.38,CORPORATE
LABELS,Prod_12,Cust_1807,154.24,31,68.88,0.49,0.43,CORPORATE
LABELS,Prod_12,Cust_1807,134.81,46,52.36,0.49,0.39,CORPORATE
LABELS,Prod_12,Cust_1793,69.06,21,28.47,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1245,10.65,4,-0.64,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1245,2455.54,25,1361.88,0.49,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1197,125.33,37,58.5,0.5,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_999,173.08,36,81.63,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_202,116.56,23,50.66,0.49,0.39,CORPORATE
LABELS,Prod_12,Cust_202,117.4,41,48.63,0.5,0.37,CORPORATE
LABELS,Prod_12,Cust_1001,23.84,7,5.88,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_458,88.82,20,38.35,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_458,110.79,39,42.68,0.5,0.36,HOME OFFICE
LABELS,Prod_12,Cust_782,35.17,11,5.58,0.99,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_782,75.6,26,17.14,0.99,0.35,HOME OFFICE
LABELS,Prod_12,Cust_777,29.23,10,8.1,0.5,0.36,CORPORATE
LABELS,Prod_12,Cust_728,24.3,5,3.14,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_964,76.94,15,29.67,0.99,0.37,HOME OFFICE
LABELS,Prod_12,Cust_583,186.93,47,56.44,0.99,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_456,18092.66,36,7917.76,19.99,0.39,CORPORATE
LABELS,Prod_12,Cust_1701,23106.46,28,9527.47,19.99,0.36,CORPORATE
LABELS,Prod_12,Cust_938,315.45,40,-305.88,11.51,0.39,CORPORATE
LABELS,Prod_12,Cust_938,125.54,14,-15.74,6.16,0.38,CORPORATE
LABELS,Prod_12,Cust_1742,30.61,11,-3.38,1.49,0.36,SMALL BUSINESS
LABELS,Prod_12,Cust_214,320.57,46,-114.2,6.05,0.38,CORPORATE
LABELS,Prod_12,Cust_214,267,19,-2.83,7.17,0.38,CORPORATE
LABELS,Prod_12,Cust_1002,60.92,33,-17.2,1.49,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1213,278.68,20,8.9,6.46,0.38,CORPORATE
LABELS,Prod_12,Cust_945,3633.03,33,1440.27,9.07,0.38,HOME OFFICE
LABELS,Prod_12,Cust_1181,1484.49,23,230.5,19.99,0.39,CORPORATE
LABELS,Prod_12,Cust_1309,3.42,1,-2.91,1.49,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1309,561.66,26,-111.33,15.1,0.36,HOME OFFICE
LABELS,Prod_12,Cust_42,362.71,48,-88.95,6.16,0.39,CORPORATE
LABELS,Prod_12,Cust_823,16.6,4,-2.06,0.99,0.36,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_12,25.1,5,2.98,0.49,0.68,HOME OFFICE
LABELS,Prod_12,Cust_1016,15.38,5,1.61,0.5,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1196,196.39,50,82.6,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_957,16.91,4,0.21,0.5,0.37,SMALL BUSINESS
LABELS,Prod_12,Cust_957,55.27,19,19.12,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_577,112.72,45,39.19,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1693,53.91,17,19.47,0.49,0.39,HOME OFFICE
LABELS,Prod_12,Cust_108,233.28,49,112.35,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_582,12.11,3,-0.98,0.5,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_582,153.27,45,60.29,0.5,0.39,SMALL BUSINESS
LABELS,Prod_12,Cust_1751,94.56,34,37.73,0.5,0.39,CORPORATE
LABELS,Prod_12,Cust_1222,127.9,31,54.21,0.5,0.37,HOME OFFICE
LABELS,Prod_12,Cust_1235,15.04,2,-6.12,0.49,0.37,CORPORATE
LABELS,Prod_12,Cust_1762,98.77,21,41.33,0.5,0.36,HOME OFFICE
LABELS,Prod_12,Cust_1359,136.16,28,58.1,0.49,0.36,HOME OFFICE
LABELS,Prod_12,Cust_1522,46.55,12,16.34,0.5,0.38,CORPORATE
LABELS,Prod_12,Cust_1006,158.7,40,-196.8,7.5,0.39,CORPORATE
VENDING MACHINE,Prod_1,Cust_1474,5304.42,20,-633.44,62.74,0.59,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_200,5418.68,20,332.3,35.67,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_200,4956.784,15,-296.06,75.23,0.42,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_173,3877.88,7,-1331.55,45.7,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1812,53.99,29,-15.12,1.49,0.4,CORPORATE
ENVELOPES,Prod_9,Cust_1809,176.58,6,28.34,2.99,0.38,HOME OFFICE
COPIERS AND FAX,Prod_16,Cust_1748,532.89,43,210.53,1.49,0.5,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1516,229.26,31,-37.2,5.48,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_527,25.52,4,-1.99,1.49,0.36,HOME OFFICE
ENVELOPES,Prod_9,Cust_1526,6069.05,40,1816.71,7.07,0.36,CORPORATE
ENVELOPES,Prod_9,Cust_496,5320.57,28,534.29,19.99,0.38,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1640,7890.89,47,-771.09,35,0.81,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1717,270.32,47,-47.15,3.37,0.38,HOME OFFICE
COPIERS AND FAX,Prod_16,Cust_145,12.95,10,-6.78,0.7,0.46,CORPORATE
VENDING MACHINE,Prod_1,Cust_138,532.89,43,210.53,1.49,0.8,CORPORATE
VENDING MACHINE,Prod_1,Cust_1168,229.26,31,-37.2,5.48,0.81,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_937,53.99,29,-15.12,1.49,0.35,SMALL BUSINESS
ENVELOPES,Prod_9,Cust_241,532.89,43,210.53,1.49,0.38,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1184,229.26,31,-37.2,5.48,0.58,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_197,110.67,19,-43.75,4.92,0.39,HOME OFFICE
ENVELOPES,Prod_9,Cust_812,214.62,49,-151.42,5.41,0.38,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1287,59.08,22,-2.61,1.49,0.6,CORPORATE
LABELS,Prod_12,Cust_1287,505.08,33,-56.91,10.13,0.4,CORPORATE
ENVELOPES,Prod_9,Cust_555,74.07,25,4.37,1.49,0.38,CORPORATE
ENVELOPES,Prod_9,Cust_930,18.91,3,-16.35,7.01,0.37,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_466,15383.7,50,6523.26,19.99,0.55,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_999,313.83,36,56.78,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_202,852.75,29,358.73,1.49,0.36,CORPORATE
LABELS,Prod_12,Cust_938,154.62,27,-118.6,6.98,0.45,CORPORATE
LABELS,Prod_12,Cust_1162,24.16,5,8.05,1.49,0.45,CORPORATE
LABELS,Prod_12,Cust_991,887.45,47,365.79,1.49,0.77,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1387,93.05,23,15.27,1.49,0.38,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_839,398.86,46,-26.45,5.6,0.78,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_452,635.59,40,202.83,2.99,0.76,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_1474,250.29,8,-9.31,12.62,0.71,CORPORATE
AIR CONDITIONER,Prod_11,Cust_933,151.75,25,-66.24,5.59,0.68,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_950,119.51,17,-51.3,6.05,0.67,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1753,196.04,13,2.13,7.27,0.63,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_1036,1882.12,32,584.15,10.29,0.71,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_997,197.1,40,-12.88,2.99,0.76,CORPORATE
AIR CONDITIONER,Prod_11,Cust_1618,74.34,32,-166.55,6.05,0.76,CORPORATE
AIR CONDITIONER,Prod_11,Cust_1427,13.45,1,-8.2,7.78,0.7,CORPORATE
AIR CONDITIONER,Prod_11,Cust_1752,3978.02,24,1336.96,19.99,0.71,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1767,736.3,30,259.07,2.99,0.69,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1076,523.42,44,39.42,5.63,0.68,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1810,43.26,9,3.9,1.49,0.75,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1418,207.42,40,-115.35,5.68,0.71,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_1784,277.88,36,-64.41,6.16,0.67,CORPORATE
AIR CONDITIONER,Prod_11,Cust_211,216.77,33,-55.11,5.27,0.68,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_981,142.94,17,-129.56,11.51,0.65,CORPORATE
AIR CONDITIONER,Prod_11,Cust_965,434.11,37,24.85,5.63,0.74,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_965,762.2,50,16.57,8.4,0.69,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1680,1876.09,42,809.74,2.99,0.61,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_494,110,3,-24.43,11.63,0.72,CORPORATE
AIR CONDITIONER,Prod_11,Cust_1381,281.17,38,-78.37,6.05,0.71,CORPORATE
AIR CONDITIONER,Prod_11,Cust_384,74.25,17,-56.17,5.26,0.78,CORPORATE
AIR CONDITIONER,Prod_11,Cust_1669,161.8,44,21.34,1.49,0.66,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1032,158.97,39,-30.27,2.99,0.65,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_1453,18.7,3,-14.69,5.83,0.55,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_783,3982.21,23,1413.94,19.99,0.74,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_805,1935.25,29,652.19,11.55,0.69,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_754,2168.05,5,416.02,19.99,0.76,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1746,86.47,17,-9.35,2.99,0.72,CORPORATE
AIR CONDITIONER,Prod_11,Cust_748,8038.08,50,2821.41,19.99,0.76,CORPORATE
AIR CONDITIONER,Prod_11,Cust_939,124.78,33,-122.67,5.26,0.66,HOME OFFICE
AIR CONDITIONER,Prod_11,Cust_1071,4276.096,24,-505.98,69,0.76,CORPORATE
AIR CONDITIONER,Prod_11,Cust_1450,3711.04,17,-773.78,69.64,0.63,CORPORATE
AIR CONDITIONER,Prod_11,Cust_886,6717.784,24,1903.1,40.19,0.76,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_1559,3075.752,16,-572.69,59.24,0.62,SMALL BUSINESS
AIR CONDITIONER,Prod_11,Cust_67,5441.06,19,-557.2,61.76,0.59,CORPORATE
